Date,Source,Text
2022-11-30,YouTube Comment,fugawiaus this comment is complete nonsense from beginning to endevery word there isnt even one tiny bit of actual truth contained herein youve completely embarrassed yourself with your mindless ignorant stupidity and thats being complementary and think on this in eight years time you wont be able to buy a new ice car in the uk so youd better get your brain around some actual facts or you could start catching the bus
2022-12-01,YouTube Comment,andymccabe6712 keep putting your fingers in your ears screaming lalala and burying your head in the sand your utopian idealism is just around the corner twitter and facebook say so
2022-12-01,YouTube Comment,dont like the word petrol head it makes me think of clarkson i have no problems with electric cars but for most in flats and street parking they are not economic to charge up 22 quid to charge a 60kwh car plus the charges for sitting in that space
2022-12-01,YouTube Comment,price range charging infrastructure apart from if battery powered cars are so good why does the government need to ban ice car manufacture in 2030 surely battery cars being so good everyone would want one so automatically making ice car not worth the while manufacturing
2022-12-01,YouTube Comment,torresalex except that the battery powered car is pretty much as old as the petrol car like no need to reinvent the wheel
2022-12-01,YouTube Comment,barriewilliams4526 battery are as old as petrol cars but you cannot compare one to other in terms of investment and development do you know what else had crap prices and infastructure when they started out petrol cars
2022-12-01,YouTube Comment,fugawiaus 95 of a lithium battery car phone aa button cells not cost effective atm but should still not be put in the bin can be recycled into new ones so are not thrown away especially as its a valuable commodity even the metal casings can get recycled as old pc boards are once they do reach 70 of original charge capacity they can be replaced leafs can even get upgraded to later model batteries subsidiary of nissan repurposes used batteries into domestic power wall sets
2022-12-02,YouTube Comment,i totally agree both about hubnut and cars a car is a car and electric cars are no worse or better on average than petrol ones they do have some big plusses though if you care about the environment id still love to run a classic though
2022-12-02,YouTube Comment,chrisrichardson774 yes there are some hurdles that need to be sorted out price will get more attractive naturally with scale and technology we would have been looking at parity in prices around now if there hadnt been so much disruption in the world range is not an issue with newer cars though they are much more expensive and so your point on prices will stand for longer than if you only needed a short range car for your last point i reckon some serious legislation is required you would need your own dedicated parking space with charger but this sounds like more expense i dont live in london but i believe they have on street charging i dont know how it works but i cant imagine you can leave your car on a charger from the moment you get home until the next morning this would upset others wanting to use it i dont know what the answer is perhaps special council charge cards to get charged at a public charger at home rates this solves the cost but not the convenience chargers at the workplace could help i have friends who can charge at work for free im sure some clever people out there will come up with the answer lets hope so anyway
2022-12-02,YouTube Comment,royblackburn1163 you are right the truth is not hate but that doesnt mean that hate is the truth many people who are anti ev are being so from a point of ignorance and they keep rolling out the same old debunked myths there are plenty of reasons to be sceptical about evs but their cleanliness compared to ice cars and their validity as enjoyable cars are not among them it is when these false arguments are levelled against the ev that i sadly and ashamedly get angry
2022-12-03,YouTube Comment,fugawiaus the batteries are in many cases being repurposed to store electricity for the national grid not used for landfill and there are plenty of evs are still on their original batteries stop regurgitating nonsense propagated by the big oil companies in cahoots with msm
2022-12-03,YouTube Comment,briandamaged323 both the msm and fossil fuel are some of the largest investors in renewables you dont seem to know much did you get that rubbish from twitter or face book opinion pieces written by an unqualified reporter none of you have the simple understanding of how batteries work or how putting second hand batteries in with new ones will make the overall battery system unstable and ultimately bound for failure you never mix old batteries with new ones you shouldnt even do that in a torch with d cell batteries but of course you are all the experts twitter and facebook say so
2022-12-04,YouTube Comment,briandamaged323 no i got that off the prospectus and websites of the large renewables companies its called research you should learn it sometime rather than get your scientific knowledge from trusted science publications like facebook and twitter i maybe a dinosaur but at least im not a naive useful idiot
2022-12-09,YouTube Comment,electric cars are neither bad nor good they are simply hated when they are an imposition by authorities that prevent us from driving freely and choosing what type of car we want or can have
2022-12-09,YouTube Comment,carlosmartinezyq1gm slippery slope you let people drive what they want and they are selfish and irresponsible on the other hand impose what they can drive and you end up with trabants its a matter of balance the middle ground people should be sensible but many times are not
2022-12-11,YouTube Comment,royblackburn1163 you make some good points but also get some thing wrong your reasons for not going for an electric car yet are all valid that you have to charge them with dirty electricity is completely false i dont im on a clean tariff and have solar nuclear power i grudgingly admit that we probably need it like we need to mine for minerals to make our cars and like we need to devote resources to grow ourselves food lets look at each case and try and improve how we do things rather than throw in the towel and keep polluting ourselves to oblivion
2022-12-13,YouTube Comment,royblackburn1163 im not sure how renewables can be thought unreliable the sun seems to come up every day and the wind is always blowing somewhere i think i know what you mean though you cant produce solar during the night and occasionally the wind might drop even in the north sea this is where storage will come in we have a plan it isnt all in place yet but it can and will work im confident of it this problem that putin is causing is a temporary spanner in the works i can see some knee jerk reactions happening such as renewed calls for fracking but wish the powers that be could understand that if they spent the same money on renewables and the systems to make them work we could not only get these problems solved more quickly than any other method could but it would also be sustainable best regards tim
2022-12-13,YouTube Comment,royblackburn1163 i think your first point is answered or will be by storage you make a good point but i believe the answer is there we are totally in agreement on nuclear and fracking it seems i reckon youre doing your bit with the car and bike im an exbut itching to be again biker and so im bound to ask what bike you have i would love a zero or something similar but alas circumstances make it out of the question for the moment your landy sounds awesome you should not feel and it seems you dont guilt for keeping a classic i would argue against it being as green as an ev simply because you still have to burn fossil fuel to go anywhere but lovely old cars like this have a place as long as mass transport gets cleaner i hope we can justify keeping and running classics of course a mitsubishi evo just as an extreme example to make a point is a future classic perhaps biofuels can make these oldies even more guilt free i have heard that companies porsche for one are working on synthetic fuels so there may be other options i am optimistic for the future i can see a day when we can squander as much energy as we can think of ways of doing so and it will be sustainable this will give us the best of all worlds all the best tim
2022-11-28,YouTube Comment,i worked out i couldnt rely on itev in an urban area without a drive or home charging due to expense and hassle that was before tesco and i expect others soonstopped free chargingthe amount of phev and frikken teslas taking up free charging bays and other public ones was nuts and imo selfishi drive a petrol abarthwhich i love at the moment so was a prime customer for a 500e but instead have got a 2002 stepwgn with a honda k for some camping your hubnut camping vids may have influenced me a little 😀
2022-11-28,YouTube Comment,its overpriced per month for that can someone explain why anyone would pay that monthly
2022-11-28,YouTube Comment,because it includes insurancepublic charging and servicing cost and its not a finance deal its a subscription service so you can change to different cars and your not locked in like car finance if your financial situation changes
2022-11-28,YouTube Comment,well call avis and compare the rates can anyone quote the all inclusive monthly cost of their own new car i doubt it if they did they would probably have a cardiac
2022-11-28,YouTube Comment,jamescaley9942 ive got a 2021 focus st line x and my monthly cost of insurance tax and finance is 350 so cant get my head around paying nearly 600 a month for that thing on another note its limited on what charging stations you can use oh and i get 4 years servicing included not selling it to me
2022-11-29,YouTube Comment,very good question its absolutely crazy money and on limited mileage i have no answer
2022-11-28,YouTube Comment,started watching halogen on a modern electric car power wasting should be 100 led
2022-11-28,YouTube Comment,those electric cars are waste incarnate everything is too heavy and theyre full of useless and heavy bells whistles
2022-11-28,YouTube Comment,richierich1245 anything helps the light is so much brighter and the cost of the car this is a small but necessary addition plus halogen headlights seem so 1990s
2022-11-28,YouTube Comment,datasilouk1995im finding most modern car lights too bright especially in the rain i thought there were limits for such things
2022-11-30,YouTube Comment,mattbrownbill yes i agree a couple of evenings a week i do a 20 mile journey on a switchback main road and am constantly dazzeled by vehicles wth these bright white head lamps as we meet on the dips and rises night time driving is no pleasure at all
2022-11-28,YouTube Comment,just a friendly note nuova new in italian f is pronounced norva not nuover in italian ie norva fiat 500
2022-11-28,YouTube Comment,retiredbore378 given that i come from an italian family have lived in italy and was not promulgating the actual phonetics of the word but approximating the actual pronunciation for a british english speaker using nor as in norwood and va as in van 1st syllable gets one much closer to a correct pronunciation than using a mutant bastardization of the spanish word for new nueva have a nice evening and please dont fall dont the stairs tonight after you trip on your own smugness 😘😘
2022-11-28,YouTube Comment,retiredbore378 not at all old boy i have a workout to complete this evening and little pep in my step does not hurt all i have long made peace that many older people are still alive because neither god nor the devil can stomach their arrival so put off the date to the very last minute
2022-11-29,YouTube Comment,retired bore indeed even the alphabet can vary from the standard 21 letters
2022-11-29,YouTube Comment,howardlevert really please enlighten me using actual examples what you have written sounds like the ravings of a glue sniffing troglodyte
2022-11-28,YouTube Comment,im just not a lover of evs call me old fashioned but i be the last man standing to give up my petrol car
2022-11-28,YouTube Comment,blackmamba12345 thats not even a valid point it wont happen in my life time
2022-11-28,YouTube Comment,i wont have an ev any time will continue to drive my 15 year old mazda
2022-11-28,YouTube Comment,im sure there are people with steam cars complaining about it 100 years ago
2022-11-28,YouTube Comment,robtt997 i guess you dont live near any city then
2022-11-28,YouTube Comment,jusb1066 why would that be relevant
2022-11-28,YouTube Comment,robtt997 im driving my 20 year old clio
2022-11-28,YouTube Comment,mancavehobbies6213 may well come sooner than you think the average age of cars in uk is ten years old as they will stop making new ice cars from 2030 onwards then i would imagine by 2050 most new ice cars will have been scrapped then there will be no demand for petrol and diesel plus the gvt will probs keep increasing the tax to a great deal more so thats around 28 years from now so unless youre 80 years old then it will likely happen in your lifetime
2022-11-28,YouTube Comment,robtt997 its as relevant as clinging on to internal combustion now something far more efficient now exists a few old people stuck in their ways are not relevant
2022-11-28,YouTube Comment,blackmamba12345 diesel will not go anywhere until there is a working alternative to diesel lorries for goods transport electrics work fine for city but for long haul not so much batteries eat into the max gvw too much and range is very limited
2022-11-28,YouTube Comment,jusb1066 ev is heavy so not great steering and just dull i drive on country roads where a petrol car is just a superior steer use of child labour getting materials to make battery also upsets me
2022-11-28,YouTube Comment,brorappelsin just you wait youll see the gvt will start increasing tax a lot more on diesel you think its expensive now would you be willing to pay say 10 or more per litre they could easily do that then you would literally be priced off the roads and hgvs are now looking at alternative fuels such as electric trucks so i think youll find the days of diesel are limited and electric car ranges are going up by the year for example many tesla can do over 300 miles and even the more affordable corsa e or peugeot 208 e can do up to 250 miles youre living in the past
2022-11-28,YouTube Comment,robtt997 children dont work in opencast lithium mines they are unable to reach the pedal of the 250 tonne trucks children however are killed en mass in war zones for the oil
2022-11-28,YouTube Comment,blackmamba12345 ill pay whetever it costs provided that my salary increases 😁 again i wasnt talking about cars or their ranges at all ive got a passat ecofuel petrolcng and a diesel octavia so im aware of the alternatives i do want to get an electric car when i can afford one with the rqnge i need as my commute is 77km each way and we do have real winter over here in finland so its pretty cold for half of the year peugeot 208 was quite tempting but sadly still out of my price range
2022-11-28,YouTube Comment,blackmamba12345 i be 86 by then if i live that long like i said wont happen in my life time
2022-11-28,YouTube Comment,mancavehobbies6213 ah well youll have to revert to your mobility scooter least thats electric lol
2022-11-28,YouTube Comment,oh no its electric 😢
2022-11-28,YouTube Comment,whats the matter if its electric
2022-11-28,YouTube Comment,what happens if you get a power cut
2022-11-28,YouTube Comment,nigelrudd670 you cant recharge an ev nor can you fill up a petrol car because pumps need electricity to run so youd be stuffed too you muppet
2022-11-28,YouTube Comment,nigelrudd670 in the event of a power cut you cant get petrol either because theres nothing to pump it however my house produces over 10 kw of electricity from solar panels
2022-11-28,YouTube Comment,nigelrudd670 you keep going bevause the likihood of you being out of juice when the power cut is on is highly unlikely and power cuts only last for a few hours at most
2022-11-28,YouTube Comment,madm4tty been looking at the ev6 iconic stuff ahhaa
2020-12-02,YouTube Comment,jonny is honestly one of the few that has gone from traditional media to social media and is really good at it may it be reviews like this one indepth geeky videos updates on his personal fleet or anything involving richard porter its always enjoyable
2020-12-02,YouTube Comment,i have pinned this not because i necessarily believe it to be true but in the hope that a brand will see the light and sponsor the channel thanks
2020-12-02,YouTube Comment,thelatebrakeshow i cant believe you dont have a sponsor yet are people mental this channel will be going places with its amazing and very well shot content you were born to do this jonny with you calm yet very witty and knowledgable style
2020-12-02,YouTube Comment,thelatebrakeshow i really hope that happens for you and most importantly you get to retain creative control
2020-12-02,YouTube Comment,i agree the thing that really makes the channel watchable for me is that jonny hasnt put him self in any of the more traditional motoring tribes hes not ev or nothing and hes not grrr petrol i know if i click on a lake brake show video it will be a well researched to the point that he isnt afraid to read from a little notebook well thought out and very nicely filmed his passion for all things car related comes across in every video without having to be in your face shouty
2020-12-02,YouTube Comment,well said hes taken on board helpful constructive criticism and moved the show on professionally im signing up as a paid subscriber i just cant stand the word ptreon even though i just said it
2020-12-02,YouTube Comment,thelatebrakeshow love your casual approach and natural presenting style jonny detailed and entertaining hope you find a sponsor that fits with your brand and ethos
2020-12-02,YouTube Comment,thelatebrakeshow well it is true jonny and the key is that youre focused on the topics rather than on trying to be a presenter which is what most youtube car folk seem to concentrate on alas you have the advantage of being a naturally excellent presenter of course
2020-12-02,YouTube Comment,his mrs is even funniersorry johnny
2020-12-02,YouTube Comment,totally in agreement fullychargedshows review is a complete joke compared to this one
2020-12-02,YouTube Comment,if we start a petition to get jonny sponsorship and just over half the people who watch this channel sign it they have to debate it in parliament that will get some attention dont you think come on people in fact i will i just started it httpspetitionparliamentukpetitions562716sponsorsnewtokenjv0l0n3xdg1sjywg_du0
2020-12-02,YouTube Comment,its a really solid review and a pleasure to watch it leaves the fully charged review of the same car so far behind in the dust no offense meant to robert but their reviews are just not at this level of writing and production thanks for bringing the quality
2020-12-02,YouTube Comment,hard to argue with this even when i dont love the car being featured its always interesting
2020-12-02,YouTube Comment,paolo bernasconi i wonder if this may help you for context im in australia your experience may be different i no longer use the app to watch yt i use firefox instead i only get one advert at the start of each clip and occasionally one in the middle on the app yt was simply unwatchable and with what i reckon will be the everupward trajectory of jonnys show it will only get worse if my understanding is correct however its important to realise that the number and frequency of adverts is nothing to do with the particular channel youre viewing ie not jonnys fault or within his control
2020-12-02,YouTube Comment,thelatebrakeshow you should have more confidence in yourself jonny youre a great presenter and are one of my favourite car people in the last 10 years right up there with harris and needell youve a level of knowledge and professionalism that far exceeds influencers whove largely bought their way into youtube success by having rich daddys who can indulge their expensive habits each to their own but its not something i remotely care about or want to watch i also dont like people who play for the camera which a lot of influencers do youre just far more natural at this ive also enjoyed you bringing your wife into some of the recent videos too its obvious how much you care about her and i bet you troll each other constantly keep up the great work mate
2020-12-03,YouTube Comment,action cant be the small battery becuase its going to be so less active
2020-12-03,YouTube Comment,thelatebrakeshow epic presented as ever and really nice filming and editing real quality
2020-12-04,YouTube Comment,thelatebrakeshow if thats the direction you wish to go you need to stop using the term car pervert it maybe apt but it will leave many corporate types cold but you probably already know that also comparing bobbyllews figures for a much younger channel your figures are looking far healthier
2020-12-04,YouTube Comment,thelatebrakeshow a brand called netflix would be excellent
2020-12-14,YouTube Comment,thelatebrakeshow way more relatable and engaging than mat lets drag race teslas everyday watson
2024-03-20,YouTube Comment,great and useful review for the second hand market now
2024-02-25,YouTube Comment,easily the worst late brake video
2024-01-30,YouTube Comment,fiat for the win
2023-10-25,YouTube Comment,october 2023 fiat 500e club on facebook the high voltages in an ev requires mechanics to have safety training and special equipment may be needed in fact my nearest fiat dealer cant service my la prima because of lack of training and equipment
2023-10-21,YouTube Comment,i like this design more than the one of the minicooper especially the interior
2023-09-11,YouTube Comment,i dont think it compares with a vw eu or a mini or honda e battery cooling range and charging speed are way better
2023-08-11,YouTube Comment,i am a taycan owner and i love this little ev car i think i am gonna buy one 😍
2023-06-01,YouTube Comment,this car can sell on looks alone looks both fantastic and unique hats off to fiat on producing a ground up ev of this size not a cobbled together conversion they just need to get the price down if they want to shift real numbers
2023-05-31,YouTube Comment,im just not sold on evs we are not ready for them
2023-02-18,YouTube Comment,whats the range of the 42kwh at constant 70mph
2022-12-11,YouTube Comment,nice looking car and you made it sound good as a towncity car
2022-11-23,YouTube Comment,i loved the first gen but the range felt so limited even when i got the range up to 111 miles it really lacked excitement knowing i would have to charge it soon i really do hope doubling the range is what the 500 needs but really do hope to see a 500 with 500 miles of range
2022-11-10,YouTube Comment,if they can get 42kw in the fiat then why couldnt honda😮
2022-11-10,YouTube Comment,got a 500e on a subscription i like automatic cars to creep and the fiat only does that in normal my honda e was much more refined loaded and comfortable but 10k more
2022-10-30,YouTube Comment,i really enjoyed this show excellent interesting and entertaining i have been very opposed to evs thinking them a technical and economic blind alley doomed to eventually fail but this car may be different it is making me think hmmmm maybe and it would fit into our lives well my wife and i have a lot of experience of small cars from the fiat group over the years delta hf turbo punto x19 500 and now a panda 4x4 diesel all have been great cars so perhaps our positive prejudice towards small fiats helps me accept this ev the design and styling is fantastic
2022-10-23,YouTube Comment,great review i ordered a 500 the only thing i dort understand is the honda e thing the design study was great the production version is more than disappointing
2022-09-10,YouTube Comment,an informative detailed norazz review thanks
2022-07-15,YouTube Comment,jonny just seen this great review and just to mention you might have felt awkward back then in those clothes but they certainly did not look bad
2022-07-15,YouTube Comment,when i ask my self the fiat man what car do you want in your driveway watching this review first car that comes to mind is the mini and why because it has 170 horsepower if i remember right and would even put a smile on my middle aged depressed face but i love the fiat but also the honda
2022-05-31,YouTube Comment,the previous fiat 500 was launched in 2008and given a facelift in 2015 originally just available as a petrol car then as a hybrid five years later 2013 and an electric only version in 2019
2022-05-21,YouTube Comment,looking at this for my first car its so cuteee
2022-04-29,YouTube Comment,its awesome car if you spend 95 percent of your time in a city i actually love how it looks best looking 500 so far i love modern touches ui graphics are nice lovely design details inside out and long range may be actually useful
2022-04-23,YouTube Comment,the 500e in california is a compliance car frank stephenson designer extraordinaire wants a honda e i would lick johnnys pinkey blinders any time 😋
2022-04-18,YouTube Comment,i also reviewed the fiat 500e cabrio in my channel and i have to say i was impressed with how fiat has managed to maintain the classic style whilst being modern at the same time but i also feel like it does come at a price and that too less practicality solutions
2022-02-08,YouTube Comment,does anyone know if the drivers seat goes back anymore im 6ft 4inch will i feel comfortable driving
2022-02-02,YouTube Comment,johnny please try drive a rhd fiat no room for your left foot i honestly dont know how they let it out of the factory its that bad im so disappointed
2022-01-23,YouTube Comment,if your wife still saves feed bags for fabric it could be an affordable car for living in the city
2022-01-21,YouTube Comment,wait till the italian made electrics start foooking up on that lot lets not forget how terribly assembled the italian make a car
2022-01-20,YouTube Comment,i like everything about this car except the price i can never afford one if the government want me to switch then it will have to go down the chinese route small and cheap yes i understand they are heavily subsidised but if i could get one for 10k id go and buy one as it is ill drive a petrol car till i die which is a shame but a situation not of my making
2021-12-24,YouTube Comment,honestly jonny i have watched and compared these small elctric cars and penny for penny i am still unconvinced that giving up my petrol fiesta would be an advantage to going electric and as scotland has reported it will not enforce the only electric vehicles until 2040 thenn what i have should see me out
2021-12-13,YouTube Comment,please stop to compare with honda fiat is a fiat honda is a honda could you please compare with mini se
2021-12-01,YouTube Comment,shame they both ruined the look and made it bigger than the petrol version yet more unnecessary bloat in car sizes
2021-11-30,YouTube Comment,pleased its not being made in poland that should reduce its embedded carbon emissions depending on where the steel is made cleaner electricity in piedmont than poland and the city versions smaller battery will also reduce the carbon content significantly
2021-11-26,YouTube Comment,its beautiful but tbh it looks like a concept car lol anyways am gonna zunk it cause am all the way here in west africa where electricity isnt that great so am kinda curious as to why fiat didnt manufacture the non electric models fuel consumption models
2021-11-23,YouTube Comment,great review love this car going to test drive this model on friday really hope i like it i love my current 500 lounge
2021-10-24,YouTube Comment,lovely car ordered mine la prima in ocean green two month ago and cant wait until i get it
2021-10-12,YouTube Comment,nice looking carbut a 2020 corsa electric with low mileage is 2122k and ive not seen these fiats for less than 24k in the corsa you get extra doors more passenger and boot space slightly longer range considering fiats motto over here is fix it again tomorrow i wouldve thought theyd be more competitive on pricing instead its very much a case of paying more for less
2021-09-16,YouTube Comment,im getting one for a weekend to try how charging will be already driven one for a day its awesome city
2021-09-16,YouTube Comment,the long range version i could live with that range without many issues
2021-09-16,YouTube Comment,the one pedal driving was very weird but not difficult to get used to
2021-08-22,YouTube Comment,i like more the previous design
2021-08-20,YouTube Comment,the honda has a plain horrible design on the outside way too plain and robot like the fiat actually has some real finesse to its design specially run the headlights and the bulges above the wheels
2021-08-10,YouTube Comment,my wife has suggested one of these to replace our leaf i sat in one of these at the late brake show live in kent this weekend my feet genuinely do not fit without pressing both pedals at once also my left foot does not fit on the foot rest without touching the brake pedal our daughter wouldnt fit in the back without removing her legs first not suitable for us but they seem like a great little city car if you fit in it
2021-08-06,YouTube Comment,the cabrio has no competition only the smart has a cabrio but that has a rang of 63mls apart from that there are zero electrical cabrios
2021-07-17,YouTube Comment,possibly my next car
2021-07-14,YouTube Comment,jonny have you now driven the 500e in right hand drive reviewers find that there is knowhere to rest the left foot is the right hand drive conversion a bit of a disappointment
2021-07-12,YouTube Comment,nice looking car too bad not in the states i would replace my imiev with a 500e i like the 500 look great for around town and going to the city enough range to do what i want and with a ccs can charge it back up quickly is the hardtop a hatchback one thing about the imiev it holds a lot when the rear seats are folded flat looks like a fun 2 person car
2021-07-12,YouTube Comment,thanks for this great review i live in the us and fiat pulled out of the states so sad i had leased the 500e in 2017 and enjoyed it immensely but i guess americans love of big cars doomed the previous 500e version especially with its 90 mile range so i ended up with a 2020 hyundai ioniq limited dont get me wrong its super nice and detailed as the limited is the top trim of the all electric version but its really more car than i need i am a single senior thats retired but wanting to stay green and have another electric car fiat pulled out of the us market as sales fell partly because of the range issue but also because fiat never did any changes or upgrades to its model 500e in all the years it was in the united states fiat should have introduced this newer version and gave it a chance in the us market before pulling out totally this review shows all the new design features inside and out plus the top models increased range which is superior to my top trim hyundai ioniq model with some similar features equal to my ioniq the united states need a small car that is an ev for upper lower income and for lower middle income earners and for students young families and 55 seniors who really arent looking for 200 mile range and costing 40k and up that said fiat has designed this great model but as in the uss past cant just sit back and wait for its sales to drop off before making design or feature changes fiat needs to stay current with other evs in the ev market jim san diego ca
2021-07-09,YouTube Comment,i quite like it definitely looks more aggressive than the previous model but retaining its very unique looks i can see why theyre so popular and decent range for a small ev
2021-07-08,YouTube Comment,a review with a calming vibe to it
2021-07-06,YouTube Comment,with all the excessive boot space they need to figure out how to include a spare a big boot doesnt do me any good if ive got a gaping flat in january its wet its snowing and my fake spare is under the car ferchrissakes or if im driving through montana at 200 am and there simple aint no roadside assistance til morning and ivegot a gap in my tire i can change a spare myself at 200 if only theyd let me
2021-06-17,YouTube Comment,nice vid once again jonny but did i miss that vital piece of info the price please could you tell me as an owner of 3 previous fiat 500s have fiat addressed the bloody awful driving position adjustability of the steering wheel will it slide in and out oo er missusand up and down im really loving the e car and i would probably buy one on a pcp but not if that driving position is still crap obw im 6 cheers bud😎
2021-06-12,YouTube Comment,we picked ours up yesterday la prima with the long range battery im amazed how good it is
2021-06-11,YouTube Comment,what about the slow speed sound how does it sound inside and can you tune it down
2021-06-10,YouTube Comment,cool video u own me test drive dude
2021-06-08,YouTube Comment,were swapping our nissan leaf for a fiat hopefully in june its on order well miss the leaf but are looking forward to the extra mileage and the soft top great review
2021-05-30,YouTube Comment,love the review and what a lovely car
2021-05-28,YouTube Comment,1548 me reading about the jimny if it was sold in my coutry it could have the price tag twice or thrice as much as the hilux
2021-05-22,YouTube Comment,115 mile range is all that is needed for city use most days
2021-05-21,YouTube Comment,lets face it that italian is a sexy beast there is something about the overall look of it that is both masculine and feminine at the same time and most importantly there are no bad angles it just looks good from each of the 360 degrees we have available is it a performer is it reliable hello its a fiat so kind of but thats not the point if it were about all about that wed all be on bmw or ducati motorcycles with slicks suited up with steel pads covering our knees at a certain point in life you just want a fun ride that everyone else respects as an adults vehicle and the 500 is exactly that i think theyll be well received if i were in a living situation appropriate for one id have one
2021-05-18,YouTube Comment,so where is the review no mention about any of its attributes comfort handling etc etc you sure mentioned every other e car out there enough more so than actually reviewing this car car looks great but but again where is the review
2021-05-06,YouTube Comment,just had a loner one when my alfa was at service what a great little car the tech is quite good i didnt expect that honestly the screen feels little weird is its not pointing towards toe driver the powertrain feels strong and makes the car move with quite some punch around town it makes interesting ev noises which i like a lot and add the to driving experience in my opinion the normal driving mode is well calibrated and feels like a nice automatic car without applying a lot of regen braking in the other two range friendly modes the regen braking is pretty aggressive and need some getting used to the ride quality isnt the best ok earth but i was expecting way worse form a swb affordable car its not soft but the suspension did absorb bumps and road imperfections pretty nicely the build quality is somewhat inconsistent around the car some party feel well made and high quality and others seem to have been but together by a blind person in the dark for example the stitching is so bad that you dont have to look at is the figure that out it felt cheap but its doesnt really matter in my opinion the radar cruise control does a fantastic job too and its very easy to operate this car makes a lot of sens as a daily commute city car cheers
2021-05-06,YouTube Comment,this car seems very nice but for the price it is up there with the likes of the bmw i3 which is a more premium brand and offers far better space inside the car
2021-04-22,YouTube Comment,thanks for the review youre rightit will draw a crowd that wouldnt have looked at an electric car beforehand i was going to buy another petrol audi before i saw this review i now have a fiat 500e on order
2021-04-19,YouTube Comment,personally from evs i drove most of them suck i like the vw eup though it is a basic car with everything u have and it is quite nice to drive and be in but nobody could beat the bmw i3 imo
2021-04-19,YouTube Comment,hired a fiat 500 a few years back and it was fun to get around the city not great on the motorway too short at high speed for my liking im surprised that tgearbixevs dont have a two speed box like an electric overdrive surely that could increase high speed
2021-04-14,YouTube Comment,sherpa i think of a mountain climber like 4x4 low range mode bullocks now i am dissapointed it would be cool with a climber mode
2021-04-09,YouTube Comment,the little lamb of agnelli happy to see you goes electric
2021-04-07,YouTube Comment,at 1652 why be a 500 guy is better 😉 you know that parking on a sidewalk is not that legal but people will say cmon is a tiny 500 they are forced to park that way we can walk easily yes that would be 50 best ever is the other 50 they wont ever notice it then you see a suv on the sidewalk is it your that bunch of xxap buy a smaller car you idiot people forgive the tiny 500 because is a people car minimal and nice park the suv and the elders will point at you their walking batons trust me
2021-03-27,YouTube Comment,i really hope the usa will get these i will buy the long range cabrio in a heartbeat i was planning on buying a used ev this year but this is apparently the same price after incentives as my budget i would very much prefer the 500e cabrio over the chevy bolti really hope its available soon need a new car after the pandemic😁
2021-03-27,YouTube Comment,always loved your reviews but i didnt need the peaky blinders history lesson i came to seehear about the car
2021-03-21,YouTube Comment,this channel is tv quality on you tube as others have said the production quality is fantastic sponsorship highly deserved and i wish you every success jonny
2021-03-18,YouTube Comment,johnnys the best car review presenter bar none so natural and funny
2021-03-12,YouTube Comment,you wont sell me on electric the range is rubbish over what was an already fantastically economical car in petrol guise and was cheaper to buy too
2021-03-11,YouTube Comment,lose all the internal tech just give us power windows heat and ac in a car with a 100 mile range at 70 mph and under 10k new our phones will handle the tech that would be a huge success
2021-03-10,YouTube Comment,bruxel porque tantos comerciais de carros para mim se náo estou interessado em adquirir
2021-03-05,YouTube Comment,absolutely stunning car wow the production value on this is amazing i would love to see an abarth version
2021-03-01,YouTube Comment,design point of view what else to say italy beauty in four wheels besides great range reasonable cost has all elements for a commercial success i like it
2021-02-23,YouTube Comment,not upto the mark review that becomes boaring and not in sequence
2021-02-22,YouTube Comment,johnny historically dont italian cars suffer with electronic issues and then they ask samsung to put a battery in the car seems like tempting fate to me 😬
2021-02-18,YouTube Comment,thanks great review i also like your outfit please share details of your awkward outfit it looks good
2021-02-18,YouTube Comment,looks like a nice car and i very much like the ocean green colour another italian built car that will come out this year is the microlino microcar i hope that by the time it comes out you will be able to travel to italy to review it
2021-02-18,YouTube Comment,this car is beautiful
2021-02-07,YouTube Comment,im not going to lie as an american viewing this channel for the first timethe only thing that kept me here was the gorgeous gentleman doing the review subscribedlikedand needing a cool drink 😉
2021-02-04,YouTube Comment,it was only sold in cali and oregon because it is a compliance car
2021-02-03,YouTube Comment,is this a four seater car
2021-02-01,YouTube Comment,not my choice but as you say if the ice version appealed to a market segment this should appeal to them equally i also totally agree that getting people behind the wheel of an ev just one time is what is needed i let everybody drive my chevy bolt because i know how it changes your mind based on my test drive
2021-01-31,YouTube Comment,for so long we have been waiting for the three main bigname small cars to go electric mini fiat and honda and now they are all finally here together what a wonderful sight it is which is best is a question people have been pondering for the combustion versions for decades and no ones come up with a clear answer yet most likely this will continue as well for the electric ones but this continuing competition will help all 3 to rise to superiority and stardom in the end either way
2021-01-29,YouTube Comment,the 200 mile range will sell like hot cookie if proceed at 35k usd
2021-01-28,YouTube Comment,electricmade in italyg wiz great to see they have changed the model for the electric version spec looks impressive and its fantastic that they have two versions water cooled batteries impressive too however i would have more faith in a car built in poland super review jonny
2021-01-16,YouTube Comment,i just want to point out that the former model of the 500 e was available in norway as well it didnt sell very well though for obvious reasons but you can still get them for quite cheap theres a dealership 10 minutes walk from my home and theyve got dozens of them for sale
2021-01-10,YouTube Comment,good start nice styling now lose 10k off the price and you might be in the starting blocks at the current prices theyre just a middle class divertissement
