Date,Text,Car
2024-07-16,looks like a suzuki swift because of the grille to me and a chinese audi a1 at the back,Mini Cooper
2024-07-16,holy crap this thing is ugly and then also electric e waste nope wont buy that shit,Mini Cooper
2024-07-16,thats not a review its an old bloke talking about his life experiences and what he thinks of this brand not informative at all he hasnt really ever been actually tbh please let other people review it i agree with the rant tho,Mini Cooper
2024-07-16,and the blinkers still point the wrong way lol,Mini Cooper
2024-07-16,i saw one of these yesterday in a car park its a lovely looking thing and i warmed to it a lot more than i thought it would its far too expensive for what it is though the hyundai inster and renault 5 are much better prospects,Mini Cooper
2024-07-16,the people who buy a mini are prepared to pay a slight premium for it so the price is not really that unexpected it is definitely an improvement on the previous one and that is certainly important im happy to say that my 2018 kia soul ev a converted compliance vehicle routinely gets between 38 and 42 miles per kilowatt hour despite its blocky shape,Mini Cooper
2024-07-16,can someone build a polo sized car with no flashy rubbish just a holder for a phone no stupid screens or massive led headlights which will cost a fortune to fix in a bump the headlights in my hillman imp worked fine 200 miles range and for 15k,Mini Cooper
2024-07-16,why does the body shape look so familiar  suzuki swift,Mini Cooper
2024-07-16,looks ok range crap  and it comes from china,Mini Cooper
2024-07-16,why would i have an electric car its useless to me i live in a tower block and there arent any chargers and i have no time spare to sit at a charger diesel is the best thing for me,Mini Cooper
2024-07-16,it took bmw 4 years to develop this car bmw concentrated so much on the development that bmw forgot update the range for 2024 as its got the range of a 2020 ev,Mini Cooper
2024-07-16,sounds like a spaceship in an 80s movie,Mini Cooper
2024-07-16,the rebnault 5 is miles more eco friendly for europeans as it is made in france and doesnt have to come across the ocean on a massive ship from china,Mini Cooper
2024-07-16,"i am sorry to disagree  i have had a mini electric 22 vintage and it is awesome i dont know what you drove in 2020 but your analysis is wrong i was invited to view the 2024 version and i thought it was overpriced bland and aimed at snowflake
i just dont know what cloud you where on when you reviewed this one ",Mini Cooper
2024-07-16,so i guess the world is not worthy of awd cooper,Mini Cooper
2024-07-16,pathetic range ,Mini Cooper
2024-07-16,"ive had minis since 2010 and glad to see that the new model still holds up especially an e version price definitely needs to come down to be affordable though currently driving what will be my last petrol car that im intending to drive until i can no longer do so just hope that an electric mini will be more affordable when that time comes determinded to stick with minis after my old 2013 model was written off in an accident a few years ago but the safety measures built in meant i walked away from what could have been fatal in other makes 

do hope that whoosh sound can be customised to be something else like a starbug woosh",Mini Cooper
2024-07-16,i was briefly considering this so happy i dodged a terrible mistake ended up with a cheaper monthly tesla model y that shits on the mini in every conceivable quality,Mini Cooper
2024-07-16,60k aud for a mini good luck selling them here people would need to have deep pockets and be stupid to spend that type of money of a small car in base configuration  for 1000 more you can get a model y,Mini Cooper
2024-07-16,think i prefer the old look and interior have had a mini e for three years and love it luckily enough to combine with other vehicles which can handle long distance so range not an issue definitely car of choice for local travel,Mini Cooper
2024-07-16,im so happy i dont have to make ui for that screen god no stop,Mini Cooper
2024-07-16,ill buy the ice mini much cheaper,Mini Cooper
2024-07-16,nice,Mini Cooper
2024-07-16,there is a longer range one the se which is real world 200 miles fantastic ramble just like watching my dad review a car oh and that car was made in china so no excuse for the price other than they want to charge that amount,Mini Cooper
2024-07-16,id be surprised if it has any impact at all,Mini Cooper
2024-07-16,my mini clubman estate didnt have a central round dashboard,Mini Cooper
2024-07-16,it sounds like one of the vehicles from the jetsons,Mini Cooper
2024-07-16,140 miles nope no way for that price,Mini Cooper
2024-07-16,the range is rubbish no better than an eup only the most committed mini enthusiast would buy this car but perhaps 28k sales is enough for bmw,Mini Cooper
2024-07-16,great review    price needs to drop about 5k     having said that i understand that the lease deals are of similar prices to the petrol version,Mini Cooper
2024-07-16,i like the interior but for me the exterior is not good such a shame because ive always loved minis,Mini Cooper
2024-07-16,"besides the centre display its boring 
the headlights look stolen from the ora cat and the bootbackend looks like fiat designed it",Mini Cooper
2024-07-16,good morning from panamáits sound like the jetson flying car,Mini Cooper
2024-07-16,oh boy another expensive ev just what we need,Mini Cooper
2024-07-16,wouldve been nice to see what the mapsnavigation looks like kinda went to show us but you were in the middle of a field so it was showing nothing or something with a screen like that i think its a main feature of the car and shuldve been showed off more the interface kinda seemed quite laggy but it wasnt really used so its hard to tell just clik the radio or air conditioning button or something and show nagivation for just 10 seconds to see if its terrible or not and if we have to get a phone mount out to just use google maps instead good video otherwise as usual though,Mini Cooper
2024-07-16,good old fashioned buttons when i was a lad ,Mini Cooper
2024-07-16,i have an mg4 se sr and im going from braintree to penrith in the summer holidays really hope i get that fabled 5 mlskwh on that journey as it is im lucky to get 4 more like 38 ish at the moment but i do lots of little journeys so we shall see,Mini Cooper
2024-07-16,they should just change their name to midis and act accordingly,Mini Cooper
2024-07-16,it might have a fancy big display but the performance of that display is still horrible is tesla really the only manufacturer that can create a fluent display that doesnt feel like a 2012 android tablet its not like the tech for that is even remotely new,Mini Cooper
2024-07-16,holy moly what did they do to the back  looks terrible,Mini Cooper
2024-07-16,"cant speak for the euro market but here in the states theres a well known issue with pricing evs initially had some tax incentives for being green varies by state but they were higher priced as a new technology high cost of manufacturing expensive batteries etc then state governments realized they were loosing a decent bit of bag from taxes at the fuel pump

fast forward a few years and now manufacturing is a bit more dialed in battery tech has become more efficient and pricing for batteries has gone down but the governments imposed sly tax slaps on evs to recover the revenue lost from fuel purchases ironically the standard half ton pickup ie ford f150 chevy silverado 1500 etc have become one of the most popular vehicles here and price to powerprice to weight of material sold is quite low relative to modern pricing some of these top model truckssuvs go beyond 100k which is ludicrous 

depending on the state there is a bit of a tax incentive on makersdealers to sell vehicles below 25 mph because it increases fuel sales addon that in many agricultural states i live in florida for example these standard pickups are categorized as a tool to assist in agricultural economy and are then incentivized even more they are also sociallyideologically considered safer so insurance is often less and these models are popular so parts are readily available etc etc etc

never owned an ev the areas i live in are not perfectly fit for it in my use case so i am not sure what taxes are put on electricity purchases at charging stations i would imagine its still a commodity when used as vehicle power but maybe its considered a utility purchase i dont see why they wouldnt be able to tax charging stations like fuel pumps to at least make the vehicle value more appealing",Mini Cooper
2024-07-16,"mini cooper base model

thats really watering down the racing heritage

big lardy pile  drives an aygo because minis are too fat ",Mini Cooper
2024-07-16,im contemplating getting one of those in the stateswith the bigger battery the thing about electric cars in texasis the car should make it from dallas to austin this is a pretty standard trip for lots of peoplewhen i had friends buy a tesla early onit would not make that tripnow most electricswill make the trip to austinbut the mini220 milesat highway speedsit really should for the price btw i got some friends hooked on watching fully charged and my friend goesits that guy from red dwarf,Mini Cooper
2024-07-16,im surprised how good the round display looks very cool indeed,Mini Cooper
2024-07-16,150 miles of range in 2024 for 30k is appalling no one should buy this car,Mini Cooper
2024-07-16,can we have a review of the robot lawn mower next or was it a scutter in fancy dress,Mini Cooper
2024-07-16,man this feels like a tiny improvement over the honda e but really not where it should be in 2024 as you rightly said with the chinese capable of doing cars going further for cheaper is it because of their controlling the supply chain or most of it anyway for battery manufacturing,Mini Cooper
2024-07-16,buttons are the only sane way to do controls in cars the goal has to be to make it possible to use them all using muscle memory without having to look touch buttons you have to literally stare at them to try to hit them especially if theyre on a huge swath of touch screen glass the lack of buttons nowadays is part cost saving part wrongheadedness are big touch screens kind of cool sure are the an awful primary way to control the car also yes this doesnt look quite as egregious as your tesla for instance overall a car i wouldnt mind owning tbh at least it has two doors so the doors dont have to be 30 cm long  these open properly and you have oodles of space to get in and out realistically youre hardly going to put people in the back of a car this size all that often and if you do its going to be kids who can slither in with consummate ease i hate tiny four doors,Mini Cooper
2024-07-16,sorry but still cant get around having to call it a mini a nothing like the original b now the size of a midrange car c beginning to look like many other mass market cars glad they are still focusing on electric but i think that my dads maxi was smaller ,Mini Cooper
2024-07-16,usb 3 lol,Mini Cooper
2024-07-16,where is that marvel build,Mini Cooper
2024-07-16,for the life of me i dont understand how a dedicated ev platform manages to produce a car with a lower mpkwh and dramatically worse range than the renault zoe i bought in 2018 which really did do 180 miles in the summer never mind the one i got in 2020 which really did do 230 miles that was a five door supermini that was only about 20cm longer and basically the same width yet with a much bigger boot and it wasnt even a dedicated ev platform i just dont understand what bmw are playing at  this mini feels like terrible value for money on the ev basics ,Mini Cooper
2024-07-16,140 miles hahaha yep not exactly the car to make a nice roadtrip isnt it,Mini Cooper
2024-07-16,the display looks terrible not because its round but because its just hovering there like its not part of the design,Mini Cooper
2024-07-16,still too big still too expensive,Mini Cooper
2024-07-16,i think you hit the nail on the head  it should be cheaper than the petrol version not massively more expensive until this happens across the board mainstream adoption will be stunted still i bet well be seeing a lot of these around london and the cotswolds,Mini Cooper
2024-07-16,i firmly believe it theres a 15 markup on the petrol version then theres a 80100 on the electric one i remember journalists saying evs will be cheaper due to lower cost of parts and fewer parts and cheap charging yet we see luxury prices for 4 seaters and ranges that the chinese had in 2010 i cant wait for the oncoming storm to wash out all this crap so freedom of movement wont be a luxury,Mini Cooper
2024-07-16,as always great video  ,Mini Cooper
2024-07-16,i think it looks absolutely hideous more like a retro design of a zastava yugo,Mini Cooper
2024-07-16,since mini changed the front with that band of bodywork where there used to be a grill it has looked awful headon this new bev is even uglier from the front,Mini Cooper
2024-07-16,"520 shouldnt 38 mileskwh equate to roughly 162 whkm  
420 whkm sounds like mbenz g category or 14 mileskwh",Mini Cooper
2024-07-16,still a steaming pile of crap,Mini Cooper
2024-07-16,they really spoiled the front of the mini that band of bodywork where the larger grill used to be is awful everything else looks good,Mini Cooper
2024-07-16,its absurd that a car so much smaller than the leaf or mg4 is so much worse in efficiency and for motorway stopping cadence its not the full range that matters but the 8020 rangeyou wont be driving down to 0 on a motorway and you wont be charging to 100 at a rapid charger,Mini Cooper
2024-07-16,the tall bloke needs to do the car reviews,Mini Cooper
2024-07-16,not so much the age as the size of the belly robert when it comes to accessing backseats,Mini Cooper
2024-07-16,i like how you clearly have summer there now  here its a bleak winter chch nz,Mini Cooper
2024-07-16,followed the channel for 8 years or so please please stop saying anything with less range the the mg64kw is ok its not yes lots of the time you dont need it but when you do it makes life with an ev a happy experience during winter with battery at 80 iv 160miles range normal non motorway driving during the summer massive difference but range for battery cars needs to be based on worse case scenario not best so people are pleasantly prized when they get more range then expect not less,Mini Cooper
2024-07-16,even young people can be fat its not just your age your 2 fat ,Mini Cooper
2024-07-16,douglas adams wouldve had a field day with the artificial personalities of cars,Mini Cooper
2024-07-16,am i the only one here who finds the dash design kinda meh,Mini Cooper
2024-07-16,for that price i need a full cooper from the coopers,Mini Cooper
2024-07-16,bobby l is getting better at these things nice one the car is of no interest to me at all for some reasons ive never liked ministhey look cute from the outside but the interiors are an exercise in overdesign and as for the suspension set ups on them id rather not have a detached retina thank you,Mini Cooper
2024-07-16,"im glad this honda e made you laugh and giggle i suppose rowan  atkinson might have to reinvent mr bean as a honda e driving giggling kryten maybe change the color and call the honda e his red dwarf kinda like the green hornet but nerdy and relatable
lets be fair none of us can afford these spaceshipbudget evs",Mini Cooper
2024-07-16,25000   not more ,Mini Cooper
2024-07-16,back end looks like an ora funkycat,Mini Cooper
2024-07-16,"not a fan of it to be fair interior wise apart from the disc display is a huge step backwards and looks cheap heads up is an optional extra so if you have base you will have to keep looking to the centre disc to see your speed 

range of standard is 140 miles is 20 more than the old model not sure how thats significant dont get me wrong i dont think the range is an issue even on the old one as its a city car old model underestimated range this way over estimates 

still you disliked the enyaq but liked the fisher price id4",Mini Cooper
2024-07-16,cant get over the awful design of it,Mini Cooper
2024-07-16,surely this model is manufactured in china,Mini Cooper
2024-07-16,"robert where is jack
i first drove a mini almost 50 years ago more recently i was loaned a new still mine as a replacement while mine was having some work done  both were great to drive  so its no surprise that this one is too 30k for a car with a range of 150 are they having a laugh",Mini Cooper
2024-07-16,arg so close poor range overpriced but hard not to love imo a baby luxury car you buy with your heart not your head,Mini Cooper
2024-07-16,two battery sizes right the other one does close to 220 miles real world they need to have 7k off this to match the ice and bmw we are not going to buy into oh its electric it costs more to make absolute bull shit with the price of battery packs crashing year on year you were warned bmw about bydmg even volvo and we have two factory ordered minis currently on the drive but cant justify the bmw price above its competitors you can get a twin motor ex30 volvo with 1200 miles on the clock that leaves this standing and is great fun to drive and loaded with options and does 260 miles real world for 34k the sports version cooper s lets not insult john cooper works cars with adding badges that does look brilliant drives brilliant by all the reviews is 43k youd have to be a idiot to pay that,Mini Cooper
2024-07-16,if i were to buy a two seater ev  it would be a aptera  it would have the range    this thing you need to deal with huge things  1  bmw mini service dealerships  2  terrible software  3   features for the cars behind paywalls to unlock to use,Mini Cooper
2024-07-16,i volunteered at the 2012 paralympic games road cycling events and olympic games controlling the race vehicles supplied by bmw they had an electric mini they were testing out but it kept breaking down the whole of the back seat was filled with batteries so it was definitely a prototype i remember thinking how cool it would be to drive an ev even though it was a prototype it still accelerated very quickly,Mini Cooper
2024-07-16,the price remains high because of lack of real volume sales ice cars are 100 x the sales and so development costs can be recovered quicker and volume manufacturing plus higher volume materials and parts outsourcing can negotiate lower parts pricing and obviously because manufacturers will continue to maximise profit as long as there is no real competition to reduce that when consumers are force to go totally ev those cheaper ice cars will fall off the sales sheet and the consumer will have no option but to pay higher prices  its a winwin for the manufacturers long term sadly at the expense of the consumer,Mini Cooper
2024-07-16,it would be great if your reviews provided evaluation of speed to fastcharge,Mini Cooper
2024-07-16,siac  t60 pick up truck here in australia makes the same noise  it is a bit annoying but the truck is great but is 75000 on the road keep smiling,Mini Cooper
2024-07-16,im ofthe opinion that evs shouldnt have start stop buttons but i do adore the start stop key thing in this,Mini Cooper
2024-07-16,now that bmw owns mini and bmw makes awesome headsup displays without that stupid little piece of glass why didnt they put it in here is it cheaper or,Mini Cooper
2024-07-16,"as a mini driver i think this cars interior is soooooo ugly it looks like the cheapest plastic with the cheapest finish ugly airco vents its horrible and the back looks horrible too where is the iconic lamps it looks like a budget piece of crap 

why is it better than the previous mini you keep saying this but i have no idea why looks like crap",Mini Cooper
2024-07-16,"why they make icecars yellowpress that main investors are fossil fuel firms stiring hate against bev
like how often did you hear from a boomer that they are so much worse and they go on and present arguments yet if presented or ask with math you never hear back from them",Mini Cooper
2024-07-16,could always take a original mini to moggie at cec  in wales and get a tesla drive unit put in it  keep smiling everyone see you all in sydney next year,Mini Cooper
2024-07-16,why dont you use kwh per 100 miles or km much easier to know how much range you get from a batteryif you have a 48 kw battery and you get 12 kw per 100km you know you have 400km of rangeif you have 16 kw per 100km you have 300 km of range,Mini Cooper
2024-07-16,his reviews are always wayyyy too positive,Mini Cooper
2024-07-16,hard ride too expensive what else,Mini Cooper
2024-07-16,that suspension looks to be really uncomfortably stiff,Mini Cooper
2024-07-16,why do all ev releases need to look like streamlined plastic toys  knocking off historic originals doesnt help that,Mini Cooper
2024-07-16,cant remember last time ive been this excited about the mini cooper maybe the first time top gear reviewed one however that excitement crushed down as i realized price will likely cost as much as larger evs from other brands,Mini Cooper
2024-07-16,love the show as usual but as a product designer it pains me to see this car one of the most iconic recognizable and loved car design ever to be made was totally disconfigured here the back looks horrendous the front fascia lack personality  and to say this of a mini is to say a lot i hope frank stephenson does a critique of this id love to watch it also bobby you should have him on the show,Mini Cooper
2024-07-16,i think the back is the best bit  really cool and different to the competition,Mini Cooper
2024-07-17,1polly im with andiogocastro the back does not look like a mini  more like a fiat,Mini Cooper
2024-07-17,thanks for saying it out loud the previous version was much better looking even that nice round display seems a lit lost in that center console few regular meters or screens behind the wheel would make a big difference thank goodness there is the hud and you dont have to rely just to the center display,Mini Cooper
2024-07-23,if you think that about this you will absolutely love the new ford capri d,Mini Cooper
2024-07-16,just collected a new model 3 longrange from the dealer even though theres thousands sitting there waiting to be sold  still got raped on the price  the price of the old3 was covered by the insurance company to be about 70 of what it should have been,Mini Cooper
2024-07-16,ibuy a 2017 kia soul before that minimost 2017 souls have a new battery with 180 km of range and much more room for more than half the price of that mini,Mini Cooper
2024-07-16,i knew what the noise would be before you played it  the jetsons,Mini Cooper
2024-07-17,wasnt the jetsons noise referred to as a wibble,Mini Cooper
2024-07-16,love most of this car but i really cannot get behind the rear look of it it just does not look good whatsoever such a shame,Mini Cooper
2024-07-16,"agree will take a mg4 any day instead thanks robert for covering this and the personal comparison

this new mini is not for practicality but for peoples wanting their own mini this is the best one yet",Mini Cooper
2024-07-16,i have an mg 4 and its definitely still a great car the infotainment system is a bit whiffy but the driving experience is excellent and its excellent value too,Mini Cooper
2024-07-16,fully charged show quick heads up you inverted the efficiency figures in the video 261 whkm and 420whmile sounds more like it,Mini Cooper
2024-07-16,lets be honest bmwmini is never going to compete on price theyre a luxury brand and luxury brands are never the rational choice in fact bmw seems to be the german luxury brand that is doing the best in the ev space but sticking to making bmws instead of trying to copy tesla and other new ev brands,Mini Cooper
2024-07-16,with regards the pricing i wonder if the reason the petrol one is cheaper is because theyll make money back on servicing and parts,Mini Cooper
2024-07-16,they sell the fosil fuled cars with a huge loss and get it back in the repair shop they have dune that in hundreds of years almost since the beginning that is whay fosil fuled cars still are cheepest from the legasy automakes ,Mini Cooper
2024-07-16,just dont understand why bmw cant make a really good ev proposition in the mini  it just smacks of arrogance imo they think they dont need to,Mini Cooper
2024-07-16,whos still using facebooks threads,Mini Cooper
2024-07-16,i really dont like that they got rid of the black wheel arches i know that many people consider painted bodyparts as being more refined and looking more expensive but having those large painted panels above the wheels let the car appear heavier and less dynamic imho,Mini Cooper
2024-07-16,ive always liked the mini  tip on getting in the back  as well as tippin the front seat forward it also moves  forwards by using a small lever underneath making it easy to get in ,Mini Cooper
2024-07-16,very insulting use of the cooper brand name,Mini Cooper
2024-07-16,the side mirrors are too big tge taillights are so ugly the interior is so effeminate the ads are so woke,Mini Cooper
2024-07-16,i have to be honest i hated the circle infotainment with rectangle screen inside on the older minis and im someone who actually likes buttons making the whole screen circle looks clean,Mini Cooper
2024-07-16,"i owned a mini se 2021 for three years and it was a lot better than roberts assessment of the outgoing model few modern groundup evs are as efficient  i got 43mikwh over the winter 
but the cost of the mini has jumped from the low 20ks at launch to the mid 30ks and to replace my 2021 model with the new mini would cost 35k for an equivalent model 
i used to own a 2016 mini cooper and wanted a similar five door electric back in 2021 i was hoping this time mini would correct their error of omitting a five door option from the electric range while still offering it in petrol but they didnt the aceman is a countryman light not a cooper  and frankly looks awful so i bought a volvo ex30 which has five doors is faster nice but not critical has over the air updates dont want to spend a day at the garage for a 20 min firmware update like i did with the old mini is only slightly bigger than the mini has a similar ride but much better suspension and costs less
imo as a mini fan and ev owner mini need to add a five door cooper and drop the price or up the range one or the other as the current options are poor value when compared to smart 13 volvo ex30 mg4 the soon to arrive renault 5 and now the prices have dropped corsa e and fiat 500e 
the same was true of the honda e great car at 8k10k less but just too expensive for what was offered  
the new mini is a chinese car at oxford prices",Mini Cooper
2024-07-16,i would disagree that 150 miles 240km is enough range for longrange driving you want the range for 70 of the battery 1080 as this is the range where charging is fast to give you more than two hours on the highway a comfortable interval to stop at 70 of 240km is 168km which is barely an hour and a half driving so about 300350km range is the sweetspot,Mini Cooper
2024-07-16,by enough  i think he simply means its doable not ideal or convenient  its much better than the previous model,Mini Cooper
2024-07-16,mini cooper se 2024 has aa range of 400 km this was the mini cooper e 2024,Mini Cooper
2024-07-16,would you buy a petrol mini for long journeys  i drive the bmw i3 which is the same as the old mini  i dont do long runs very often  set your trip computer every day and see how many miles you actually do  probably never more than 100 i bet unless work is involved,Mini Cooper
2024-07-16,and i think the 70 rule will be just about right on the se,Mini Cooper
2024-07-16,id agree not quite enough for me regular 150 mile trips 25 to 3 hours i can do without a stop arriving at destination with a couple of  on the battery would be too close there is a bigger battery option but super expensive for a small car,Mini Cooper
2024-07-16,chrisward000 ive ordered an se i regularly travel from sydney to canberra 325km which in theory could be done on a full charge but with advice about battery care m going to stick to 80 max doing this trip in my ice car i always stop on the motorway i timed my stop last time at exactly 30 minutes parking right near the chargers so my trip shouldnt take any longer,Mini Cooper
2024-07-17,chrisward000  im not up to speed on new ev specs but i think 250 reliable miles is quite normal now  maybe still only on larger cars   it wont be long now until smaller batteries and better charging will be here  the chinese are way ahead of everyone and have gov backing too  i like mine as its so cheap to run and reliable  i just clean it and plug it in now and again ,Mini Cooper
2024-07-16,"about the range  this is the base model the se model claims 250 miles wltp to probably about 200 miles in the real world but obviously is more expensive around 40k with the higher trim
ive already ordered mine d
not the cheapest car i could have got better value for money in terms of rangecost but the mini was just so much better to drive than the mg4 e208 or zoe",Mini Cooper
2024-07-16,thats a very high price for a 40kwh battery,Mini Cooper
2024-07-16,that is not a mini its a badge engineered blob,Mini Cooper
2024-07-16,that rearend is really ugly and has nothing to do with an mini cooper,Mini Cooper
2024-07-16,i like the look of it looks great but the range is useless compared to ice equivalent so until it can match the petrol version in range its not worth having sorry,Mini Cooper
2024-07-16,quickly looking online according to various sources the average driver in the uk drives between 127 and 142 miles per week 150 miles is more than adequate people need to get out the mindset that they drive hundreds of miles per week,Mini Cooper
2024-07-16,averagejoe840 exactly once over it took the best part of a week to cover 250 to 300 miles you stayed overnight in coaching inns while the horses were fed or changed its simply a question of adjusting expectations and perceptions one day there will be no more petrol to buy of course there will be synthetic alternatives but at 25 per gallon the queues wont be long,Mini Cooper
2024-07-16,averagejoe840 this is true but not every has off street parking or the money for the 40 hike on insurance and for that odd case that you do have to do 200 miles in one go instead of a 3 to 35 hour drive its going to take the best part of 5 to 55 hours dont get me wrong i love the idea of evs i think its great and i have driven one and enjoyed it a lot but until they can get that kind of range i cannot justify the expense for me to buy one sorry,Mini Cooper
2024-07-16,not worth the price,Mini Cooper
2024-07-16,not enough range for that price looks good but how did that work out for the honda e,Mini Cooper
2024-07-16,when did you last jump in your car and drive for 150 miles continuously,Mini Cooper
2024-07-16,brianom2hh last weekend manchester to tenby,Mini Cooper
2024-07-16,"brianom2hh also its not just continuously if i am only going 100 miles out and 100 miles back i dont want to public charge if i can get away with it my car is filled up at home for 75p per kwh versus an average 65p per kwh at a public charger 

lets say i do a trip out on my home charged battery and for the sake of argument use a whole 50kwh then charge that 50kwh for the journey back

the trip out cost me 375 of electricity the trip back cost me 3250 

and if i couldve done that whole trip on my home charge it wouldve cost me 750 vs 3625",Mini Cooper
2024-07-16,brianom2hh yesterday south manchester to just south of glasgow very early in the morning and the return trip back late evening to meet a business client 234 miles 3 hrs 50 each way went to cambridge and back the week before for a funeral 180 miles 3 hrs 20 each way the minimum range any ev should have is around 250 miles unless your only use case is dropping the kids off at school shopping in the next town or commuting 15 miles to work 5 days a week,Mini Cooper
2024-07-16,i thought that this would be somewhere around 22 or 20000 not 30000,Mini Cooper
2024-07-16,"thanks for the video i think the renault r5 etech is more in line with the formdesign of this mini 
and that one is a lot cheaper the plus for this mini is it is a sporty 2door ev and that is about unique",Mini Cooper
2024-07-16,"i knew what robert was going to say about the suspension long before he said it you could see how rough it was from the inside camera as he was driving along roads i know that arent that bad

150 mile real world range is really barely adequate unless you only want to potter around town come winter  unless it has heated seatshvac not mentioned the range is going to plunge
it isnt a case of inadequate charging infrastructure more a case of always needing to be conscious of where you need to stop next and a short range also means those outofrange trips are going to cost a lot more home charging is so much cheaper than using even the cheapest rapid charger

i occasionally do a run to heathrow through the cotswolds  120 miles a 100 home charge costs me 3 for my remaining 261kwh of battery then i need 3x 2080 rapid charges along the way that cost me 33 if i had the newer version of my car i could just make the trip on my initial charge  which would cost me 10",Mini Cooper
2024-07-16,sounds like the jetsons space ship,Mini Cooper
2024-07-16,"the mini website says that the head up display  a few of the other features in the mini tested here are not standard but come as part of a 2000 level 1 upgrade package
sorry robert but it looks like someone fibbed if they told you that you were driving the base model",Mini Cooper
2024-07-16,dogist a person who engages in dogging normally in an inflammable range rover diesel not an electric mini,Mini Cooper
2024-07-16,it shares its platform with the gwm ora as gwm and bmw developed the platform together i find it interesting that the gwm gets a bigger battery though and that the mini has much less range i can see some gwm bits in the interior as well and id bet that a fair bit of the mechanicals are gwm too  in essence its a chinese german british car,Mini Cooper
2024-07-16,when i first saw it i thought of the ora cat,Mini Cooper
2024-07-16,german and british only in history and ownership its fully chinese engineered and made,Mini Cooper
2024-07-16,ora died on its arse as a brand kind of odd to see it as a reskinned mini anyway too expensive and not enough range,Mini Cooper
2024-07-16,the old version did about 130 which is way more that most people drive in a day i always wonder what daily mileage people who moan about ev range actually do truth is 10yrs ago lots of people bought evs with a 80 mile maximum range and had no issues at all as a daily driver seems to me people convince themselves they are doing intercontinental tours all the time when in reality they go to aldi on a saturday and 20 miles a day to work ,Mini Cooper
2024-07-16,"to some of us its not the day to day rangebut the ability to get somewere in a hurry or a sudden decision 
we drive a 2024 hyundai kona n line s ev and are currently 85 miles from home on holiday used 25 range to get here which is fine
i also use a diesel berlingo van  for work
but even full up the kona shows 304 miles and my 82 year old mum lives 255 miles away in north devon so for me a range of 600 miles would ease my mind as the berlingo will do on a tank of diesel should the worse come to the worse and i dont have hours to charge
i guess  my perfect  range might be higher than a lot of peoples nd in time 12 years maybe main stream evs will have that range but for the here and now for us its a mix of diesel and electric",Mini Cooper
2024-07-16,this is very true theres always a compromise smaller car small batter decent efficiency vs larger car large battery worse efficiency bmw have obviously worked out that this is a okay range for the target customer for people who want more range they can get a countryman its also likely to be a city urban car or a second car anyway so most people would be fine with a 140 mile range my wife has an i3 and that range is around 175 miles but she never drives more than about 75 miles in a day so it is ideal for big trips i have an ix with 300400 mile range but i would much prefer the i3 for nipping about day to day,Mini Cooper
2024-07-20,well pachy444 so would you pay that ridiculous price for whatever that is suppose to be a chinese attempt at a mini i think it is with an abysmal range for the price,Mini Cooper
2024-07-20,i think its similar thinking as to why people are so entranced by suvs and big suvs at that namely that they see them as a vehicle for every occasion when in reality a 5door hatchback will do 99 of everything they actually need it for just without the high driving position,Mini Cooper
2024-07-16,explaining  how a button works lol great video thank you,Mini Cooper
2024-07-16,they couldve given a bigger battery pack,Mini Cooper
2024-07-16,cars seem to keep getting uglier as time goes on,Mini Cooper
2024-07-16,"snake oil salesmen
touring the world in jets",Mini Cooper
2024-07-16,bold claim with no explanation so they dont work cant be driven you are correct about the travel bit but snake oil means a product doesnt work,Mini Cooper
2024-07-16,since late 2023 the electric mini cooper is developed and produced in china at the spotlight automotive joint venture facility in zhangjiagang jiangsu it seems bmw made a major error in judgement building it in china eu tarrffs may make it uncompetitive in the uk market its way past time bmw manufactured it here and stopped being cheapscates,Mini Cooper
2024-07-17,the electic mini coded jox same as chinese but made in oxford was supposed to launch in 2026 for western europe ans us this has been put on stop because of certain issues with spotlight and gwoch regarding the tarrifs eu is going to decrease tarrifs for bmw and vw electric cars made in china so we will see how that affects the electic mini arrival to oxford i hope they will come to some agreement and they restart the project it would create quite a few jobs,Mini Cooper
2024-07-16,great review bobby  maybe equalled but never bettered,Mini Cooper
2024-07-16,the people that have owned both dont think its much different to the se it replaced so its very strange how he basically rubbished the old version very suspicious ,Mini Cooper
2024-07-16,theyre making petroldiesel cars because theyre 10000 cheaper and not everyone has the ability to charge an ev at home and the charging infrastructure is a few years off being fit for purpose,Mini Cooper
2024-07-16,an rac study concluded that over 60 of the uks homes had either a driveway or a dedicated parking area,Mini Cooper
2024-07-17,evs are not at all more expensive this is just price gouging the petrol equivalent is 23150 compared to 30000 for the slightly more powerful ev then you have to factor in the savings in running costs and maintenance over time however i agree that this mini ev price is crazy  a mg4 ev can be bought for around the same price as the petrol mini which seems to be only available as an automatic,Mini Cooper
2024-07-20,right what about the other 40 or do they not matter is it im alright mentality,Mini Cooper
2024-07-16,looks more like a swift than a mini to me love that the review is of the base model though i hate when car reviews spend too much time showing off features that the majority of owners wont even have,Mini Cooper
2024-07-16,or want,Mini Cooper
2024-07-16,this is a rebadged great wall ev isnt it all the underpinnings such as the battery the electric motor the domain controllers etc are all developed by the great wall motors,Mini Cooper
2024-07-16,no old usb  i guess this car too got on the trend of not letting you play music from a usb i know the infotainment system is not the point of these videos but is a feature that i really miss on newer cars so many country roads lack proper service to use spotify and the such and im not paying extra for the ability to stream on the car when theres no internet,Mini Cooper
